DATE,TOTAL,TIME,PM2.5,SO2_TIME,Location,YEAR,SO2
2021-05-01,2,2021-05-01 00:00:00,2.42015776e-08,2021-05-01 00:00:00,STATION4,2021,
2021-06-01,5,2021-06-01 00:00:00,2.20697708e-08,2021-06-01 00:00:00,STATION4,2021,
2021-07-01,2,2021-07-01 00:00:00,1.74562108e-08,2021-07-01 00:00:00,STATION4,2021,
2021-08-01,7,2021-08-01 00:00:00,1.10469955e-08,2021-08-01 00:00:00,STATION4,2021,
2021-09-01,5,2021-09-01 00:00:00,2.00717503e-08,2021-09-01 00:00:00,STATION4,2021,
2021-10-01,4,2021-10-01 00:00:00,2.75119785e-08,2021-10-01 00:00:00,STATION4,2021,
2021-11-01,5,2021-11-01 00:00:00,3.73834729e-08,2021-11-01 00:00:00,STATION4,2021,
2021-12-01,14,2021-12-01 00:00:00,1.32860039e-07,2021-12-01 00:00:00,STATION4,2021,
2022-01-01,13,2022-01-01 00:00:00,1.2293317e-07,2022-01-01 00:00:00,STATION4,2022,
2022-02-01,8,2022-02-01 00:00:00,1.43393865e-07,2022-02-01 00:00:00,STATION4,2022,
2022-03-01,8,2022-03-01 00:00:00,9.6605217e-08,2022-03-01 00:00:00,STATION4,2022,
2022-04-01,6,2022-04-01 00:00:00,4.09320099e-08,2022-04-01 00:00:00,STATION4,2022,
2022-05-01,3,2022-05-01 00:00:00,3.6054728e-08,2022-05-01 00:00:00,STATION4,2022,
2022-06-01,2,2022-06-01 00:00:00,2.21797996e-08,2022-06-01 00:00:00,STATION4,2022,
2022-07-01,1,2022-07-01 00:00:00,1.6192922e-08,2022-07-01 00:00:00,STATION4,2022,
2022-08-01,3,2022-08-01 00:00:00,1.1045045e-08,2022-08-01 00:00:00,STATION4,2022,
2022-09-01,8,2022-09-01 00:00:00,1.14700185e-08,2022-09-01 00:00:00,STATION4,2022,
2022-10-01,10,2022-10-01 00:00:00,3.94551496e-08,2022-10-01 00:00:00,STATION4,2022,
2022-11-01,15,2022-11-01 00:00:00,5.4909469e-08,2022-11-01 00:00:00,STATION4,2022,
2022-12-01,17,2022-12-01 00:00:00,7.32569918e-08,2022-12-01 00:00:00,STATION4,2022,
2018-01-01,33,2018-01-01 00:00:00,1.53463894e-07,2018-01-01 00:00:00,STATION5,2018,
2018-02-01,27,2018-02-01 00:00:00,8.1391992e-08,2018-02-01 00:00:00,STATION5,2018,
2018-03-01,33,2018-03-01 00:00:00,4.93491105e-08,2018-03-01 00:00:00,STATION5,2018,
2018-04-01,5,2018-04-01 00:00:00,5.43672875e-08,2018-04-01 00:00:00,STATION5,2018,
2018-05-01,4,2018-05-01 00:00:00,2.7111635e-08,2018-05-01 00:00:00,STATION5,2018,
2018-06-01,13,2018-06-01 00:00:00,2.04694043e-08,2018-06-01 00:00:00,STATION5,2018,
2018-07-01,2,2018-07-01 00:00:00,1.48636758e-08,2018-07-01 00:00:00,STATION5,2018,
2018-08-01,3,2018-08-01 00:00:00,1.01807696e-08,2018-08-01 00:00:00,STATION5,2018,
2018-09-01,9,2018-09-01 00:00:00,1.39694698e-08,2018-09-01 00:00:00,STATION5,2018,
2018-10-01,13,2018-10-01 00:00:00,2.38738641e-08,2018-10-01 00:00:00,STATION5,2018,
2018-11-01,32,2018-11-01 00:00:00,4.50371624e-08,2018-11-01 00:00:00,STATION5,2018,
2018-12-01,30,2018-12-01 00:00:00,1.2770333e-07,2018-12-01 00:00:00,STATION5,2018,
2019-01-01,27,2019-01-01 00:00:00,8.26466515e-08,2019-01-01 00:00:00,STATION5,2019,
2019-02-01,20,2019-02-01 00:00:00,9.65842867e-08,2019-02-01 00:00:00,STATION5,2019,
2019-03-01,15,2019-03-01 00:00:00,5.43386668e-08,2019-03-01 00:00:00,STATION5,2019,
2019-04-01,7,2019-04-01 00:00:00,4.11640151e-08,2019-04-01 00:00:00,STATION5,2019,
2019-05-01,10,2019-05-01 00:00:00,2.61138741e-08,2019-05-01 00:00:00,STATION5,2019,
2019-06-01,3,2019-06-01 00:00:00,1.66367817e-08,2019-06-01 00:00:00,STATION5,2019,
2019-07-01,5,2019-07-01 00:00:00,1.40294992e-08,2019-07-01 00:00:00,STATION5,2019,
2019-08-01,6,2019-08-01 00:00:00,1.04445611e-08,2019-08-01 00:00:00,STATION5,2019,
2019-09-01,9,2019-09-01 00:00:00,1.78979968e-08,2019-09-01 00:00:00,STATION5,2019,
2019-10-01,22,2019-10-01 00:00:00,1.77497807e-08,2019-10-01 00:00:00,STATION5,2019,
2019-11-01,29,2019-11-01 00:00:00,3.82132073e-08,2019-11-01 00:00:00,STATION5,2019,
2019-12-01,31,2019-12-01 00:00:00,7.07946749e-08,2019-12-01 00:00:00,STATION5,2019,
2020-01-01,36,2020-01-01 00:00:00,1.68300095e-07,2020-01-01 00:00:00,STATION5,2020,
2020-02-01,11,2020-02-01 00:00:00,1.48137954e-07,2020-02-01 00:00:00,STATION5,2020,
2020-03-01,16,2020-03-01 00:00:00,5.5086684e-08,2020-03-01 00:00:00,STATION5,2020,
2020-04-01,4,2020-04-01 00:00:00,4.2954255e-08,2020-04-01 00:00:00,STATION5,2020,
2020-05-01,9,2020-05-01 00:00:00,2.74852912e-08,2020-05-01 00:00:00,STATION5,2020,
2020-06-01,1,2020-06-01 00:00:00,1.97849378e-08,2020-06-01 00:00:00,STATION5,2020,
2020-07-01,2,2020-07-01 00:00:00,1.27796988e-08,2020-07-01 00:00:00,STATION5,2020,
2020-08-01,2,2020-08-01 00:00:00,1.08205528e-08,2020-08-01 00:00:00,STATION5,2020,
2020-09-01,8,2020-09-01 00:00:00,1.24297672e-08,2020-09-01 00:00:00,STATION5,2020,
2020-10-01,10,2020-10-01 00:00:00,2.69864397e-08,2020-10-01 00:00:00,STATION5,2020,
2020-11-01,32,2020-11-01 00:00:00,6.02686209e-08,2020-11-01 00:00:00,STATION5,2020,
2020-12-01,33,2020-12-01 00:00:00,6.30343032e-08,2020-12-01 00:00:00,STATION5,2020,
2021-01-01,20,2021-01-01 00:00:00,8.65628215e-08,2021-01-01 00:00:00,STATION5,2021,
2021-02-01,14,2021-02-01 00:00:00,1.4204247e-07,2021-02-01 00:00:00,STATION5,2021,
2021-03-01,5,2021-03-01 00:00:00,8.28883999e-08,2021-03-01 00:00:00,STATION5,2021,
2021-04-01,2,2021-04-01 00:00:00,5.1972617e-08,2021-04-01 00:00:00,STATION5,2021,
2021-05-01,2,2021-05-01 00:00:00,2.42299942e-08,2021-05-01 00:00:00,STATION5,2021,
2021-06-01,4,2021-06-01 00:00:00,2.12482209e-08,2021-06-01 00:00:00,STATION5,2021,
2021-07-01,2,2021-07-01 00:00:00,1.72878218e-08,2021-07-01 00:00:00,STATION5,2021,
2021-08-01,2,2021-08-01 00:00:00,1.25495315e-08,2021-08-01 00:00:00,STATION5,2021,
2021-09-01,16,2021-09-01 00:00:00,1.89757058e-08,2021-09-01 00:00:00,STATION5,2021,
2021-10-01,14,2021-10-01 00:00:00,2.54646728e-08,2021-10-01 00:00:00,STATION5,2021,
2021-11-01,25,2021-11-01 00:00:00,3.34401988e-08,2021-11-01 00:00:00,STATION5,2021,
2021-12-01,31,2021-12-01 00:00:00,1.25316221e-07,2021-12-01 00:00:00,STATION5,2021,
2022-01-01,18,2022-01-01 00:00:00,1.25502952e-07,2022-01-01 00:00:00,STATION5,2022,
2022-02-01,10,2022-02-01 00:00:00,1.29016917e-07,2022-02-01 00:00:00,STATION5,2022,
2022-03-01,10,2022-03-01 00:00:00,7.71033939e-08,2022-03-01 00:00:00,STATION5,2022,
2022-04-01,2,2022-04-01 00:00:00,4.10496467e-08,2022-04-01 00:00:00,STATION5,2022,
2022-05-01,2,2022-05-01 00:00:00,3.37044682e-08,2022-05-01 00:00:00,STATION5,2022,
2022-06-01,2,2022-06-01 00:00:00,2.33278818e-08,2022-06-01 00:00:00,STATION5,2022,
2022-07-01,2,2022-07-01 00:00:00,1.6734959e-08,2022-07-01 00:00:00,STATION5,2022,
2022-08-01,2,2022-08-01 00:00:00,1.22115297e-08,2022-08-01 00:00:00,STATION5,2022,
2022-09-01,3,2022-09-01 00:00:00,1.21732353e-08,2022-09-01 00:00:00,STATION5,2022,
2022-10-01,17,2022-10-01 00:00:00,3.77898135e-08,2022-10-01 00:00:00,STATION5,2022,
2022-11-01,17,2022-11-01 00:00:00,5.15815787e-08,2022-11-01 00:00:00,STATION5,2022,
2022-12-01,18,2022-12-01 00:00:00,7.75034109e-08,2022-12-01 00:00:00,STATION5,2022,
2018-01-01,47,2018-01-01 00:00:00,1.62212025e-07,2018-01-01 00:00:00,STATION 6,2018,
2018-02-01,56,2018-02-01 00:00:00,8.23005933e-08,2018-02-01 00:00:00,STATION 6,2018,
2018-03-01,38,2018-03-01 00:00:00,4.73713022e-08,2018-03-01 00:00:00,STATION 6,2018,
2018-04-01,27,2018-04-01 00:00:00,5.27856477e-08,2018-04-01 00:00:00,STATION 6,2018,
2018-05-01,19,2018-05-01 00:00:00,2.57839684e-08,2018-05-01 00:00:00,STATION 6,2018,
2018-06-01,16,2018-06-01 00:00:00,1.86097711e-08,2018-06-01 00:00:00,STATION 6,2018,
2018-07-01,16,2018-07-01 00:00:00,1.30043025e-08,2018-07-01 00:00:00,STATION 6,2018,
2018-08-01,21,2018-08-01 00:00:00,9.06300433e-09,2018-08-01 00:00:00,STATION 6,2018,
2018-09-01,24,2018-09-01 00:00:00,1.29078878e-08,2018-09-01 00:00:00,STATION 6,2018,
2018-10-01,61,2018-10-01 00:00:00,2.36721074e-08,2018-10-01 00:00:00,STATION 6,2018,
2018-11-01,52,2018-11-01 00:00:00,4.1128254e-08,2018-11-01 00:00:00,STATION 6,2018,
2018-12-01,69,2018-12-01 00:00:00,1.28585356e-07,2018-12-01 00:00:00,STATION 6,2018,
2019-01-01,57,2019-01-01 00:00:00,9.221331e-08,2019-01-01 00:00:00,STATION 6,2019,
2019-02-01,41,2019-02-01 00:00:00,1.02596693e-07,2019-02-01 00:00:00,STATION 6,2019,
2019-03-01,41,2019-03-01 00:00:00,5.70384693e-08,2019-03-01 00:00:00,STATION 6,2019,
2019-04-01,5,2019-04-01 00:00:00,4.16917549e-08,2019-04-01 00:00:00,STATION 6,2019,
2019-05-01,4,2019-05-01 00:00:00,2.52274974e-08,2019-05-01 00:00:00,STATION 6,2019,
2019-06-01,5,2019-06-01 00:00:00,1.47616446e-08,2019-06-01 00:00:00,STATION 6,2019,
2019-07-01,3,2019-07-01 00:00:00,1.28117761e-08,2019-07-01 00:00:00,STATION 6,2019,
2019-08-01,4,2019-08-01 00:00:00,8.60579388e-09,2019-08-01 00:00:00,STATION 6,2019,
2019-09-01,7,2019-09-01 00:00:00,1.60171668e-08,2019-09-01 00:00:00,STATION 6,2019,
2019-10-01,28,2019-10-01 00:00:00,1.71326171e-08,2019-10-01 00:00:00,STATION 6,2019,
2019-11-01,42,2019-11-01 00:00:00,3.47064736e-08,2019-11-01 00:00:00,STATION 6,2019,
2019-12-01,48,2019-12-01 00:00:00,6.60704229e-08,2019-12-01 00:00:00,STATION 6,2019,
2020-01-01,38,2020-01-01 00:00:00,1.70245918e-07,2020-01-01 00:00:00,STATION 6,2020,
2020-02-01,22,2020-02-01 00:00:00,1.537836e-07,2020-02-01 00:00:00,STATION 6,2020,
2020-03-01,33,2020-03-01 00:00:00,5.91858056e-08,2020-03-01 00:00:00,STATION 6,2020,
2020-04-01,7,2020-04-01 00:00:00,4.39515771e-08,2020-04-01 00:00:00,STATION 6,2020,
2020-05-01,7,2020-05-01 00:00:00,2.65366486e-08,2020-05-01 00:00:00,STATION 6,2020,
2020-06-01,2,2020-06-01 00:00:00,1.79290026e-08,2020-06-01 00:00:00,STATION 6,2020,
2020-07-01,7,2020-07-01 00:00:00,1.08157304e-08,2020-07-01 00:00:00,STATION 6,2020,
2020-08-01,4,2020-08-01 00:00:00,1.01019343e-08,2020-08-01 00:00:00,STATION 6,2020,
2020-09-01,12,2020-09-01 00:00:00,1.18988083e-08,2020-09-01 00:00:00,STATION 6,2020,
2020-10-01,20,2020-10-01 00:00:00,2.67587545e-08,2020-10-01 00:00:00,STATION 6,2020,
2020-11-01,41,2020-11-01 00:00:00,5.80829773e-08,2020-11-01 00:00:00,STATION 6,2020,
2020-12-01,37,2020-12-01 00:00:00,6.74826712e-08,2020-12-01 00:00:00,STATION 6,2020,
2021-01-01,24,2021-01-01 00:00:00,9.10063524e-08,2021-01-01 00:00:00,STATION 6,2021,
2021-02-01,14,2021-02-01 00:00:00,1.46081866e-07,2021-02-01 00:00:00,STATION 6,2021,
2021-03-01,11,2021-03-01 00:00:00,8.61301709e-08,2021-03-01 00:00:00,STATION 6,2021,
2021-04-01,25,2021-04-01 00:00:00,5.07148819e-08,2021-04-01 00:00:00,STATION 6,2021,
2021-05-01,3,2021-05-01 00:00:00,2.30990468e-08,2021-05-01 00:00:00,STATION 6,2021,
2021-06-01,4,2021-06-01 00:00:00,2.07227344e-08,2021-06-01 00:00:00,STATION 6,2021,
2021-07-01,0,2021-07-01 00:00:00,1.64282434e-08,2021-07-01 00:00:00,STATION 6,2021,
2021-08-01,0,2021-08-01 00:00:00,1.06990561e-08,2021-08-01 00:00:00,STATION 6,2021,
2021-09-01,8,2021-09-01 00:00:00,1.78928478e-08,2021-09-01 00:00:00,STATION 6,2021,
2021-10-01,16,2021-10-01 00:00:00,2.44478667e-08,2021-10-01 00:00:00,STATION 6,2021,
2021-11-01,33,2021-11-01 00:00:00,3.30151823e-08,2021-11-01 00:00:00,STATION 6,2021,
2021-12-01,41,2021-12-01 00:00:00,1.2881053e-07,2021-12-01 00:00:00,STATION 6,2021,
2022-01-01,28,2022-01-01 00:00:00,1.25968896e-07,2022-01-01 00:00:00,STATION 6,2022,
2022-02-01,35,2022-02-01 00:00:00,1.38353359e-07,2022-02-01 00:00:00,STATION 6,2022,
2022-03-01,13,2022-03-01 00:00:00,8.5111173e-08,2022-03-01 00:00:00,STATION 6,2022,
2022-04-01,7,2022-04-01 00:00:00,3.84626663e-08,2022-04-01 00:00:00,STATION 6,2022,
2022-05-01,0,2022-05-01 00:00:00,3.36662061e-08,2022-05-01 00:00:00,STATION 6,2022,
2022-06-01,1,2022-06-01 00:00:00,2.11723525e-08,2022-06-01 00:00:00,STATION 6,2022,
2022-07-01,4,2022-07-01 00:00:00,1.53233379e-08,2022-07-01 00:00:00,STATION 6,2022,
2022-08-01,4,2022-08-01 00:00:00,1.08207404e-08,2022-08-01 00:00:00,STATION 6,2022,
2022-09-01,4,2022-09-01 00:00:00,1.07205812e-08,2022-09-01 00:00:00,STATION 6,2022,
2022-10-01,17,2022-10-01 00:00:00,3.76881693e-08,2022-10-01 00:00:00,STATION 6,2022,
2022-11-01,28,2022-11-01 00:00:00,5.44403852e-08,2022-11-01 00:00:00,STATION 6,2022,
2022-12-01,28,2022-12-01 00:00:00,7.56481874e-08,2022-12-01 00:00:00,STATION 6,2022,
2018-01-01,2,2018-01-01 00:00:00,1.5795572e-07,2018-01-01 00:00:00,STATION 7,2018,
2018-02-01,3,2018-02-01 00:00:00,8.01838552e-08,2018-02-01 00:00:00,STATION 7,2018,
2018-03-01,3,2018-03-01 00:00:00,4.79184784e-08,2018-03-01 00:00:00,STATION 7,2018,
2018-04-01,1,2018-04-01 00:00:00,5.26643829e-08,2018-04-01 00:00:00,STATION 7,2018,
2018-05-01,0,2018-05-01 00:00:00,2.58259401e-08,2018-05-01 00:00:00,STATION 7,2018,
2018-06-01,1,2018-06-01 00:00:00,1.89477434e-08,2018-06-01 00:00:00,STATION 7,2018,
2018-07-01,0,2018-07-01 00:00:00,1.34416454e-08,2018-07-01 00:00:00,STATION 7,2018,
2018-08-01,0,2018-08-01 00:00:00,9.22291003e-09,2018-08-01 00:00:00,STATION 7,2018,
2018-09-01,2,2018-09-01 00:00:00,1.31425144e-08,2018-09-01 00:00:00,STATION 7,2018,
2018-10-01,2,2018-10-01 00:00:00,2.32145893e-08,2018-10-01 00:00:00,STATION 7,2018,
2018-11-01,2,2018-11-01 00:00:00,4.21994032e-08,2018-11-01 00:00:00,STATION 7,2018,
2018-12-01,5,2018-12-01 00:00:00,1.30419748e-07,2018-12-01 00:00:00,STATION 7,2018,
2019-01-01,6,2019-01-01 00:00:00,8.64288359e-08,2019-01-01 00:00:00,STATION 7,2019,
2019-02-01,3,2019-02-01 00:00:00,1.00151219e-07,2019-02-01 00:00:00,STATION 7,2019,
2019-03-01,7,2019-03-01 00:00:00,5.55220341e-08,2019-03-01 00:00:00,STATION 7,2019,
2019-04-01,6,2019-04-01 00:00:00,4.01977315e-08,2019-04-01 00:00:00,STATION 7,2019,
2019-05-01,5,2019-05-01 00:00:00,2.47205198e-08,2019-05-01 00:00:00,STATION 7,2019,
2019-06-01,6,2019-06-01 00:00:00,1.55974991e-08,2019-06-01 00:00:00,STATION 7,2019,
2019-07-01,6,2019-07-01 00:00:00,1.27469385e-08,2019-07-01 00:00:00,STATION 7,2019,
2019-08-01,5,2019-08-01 00:00:00,9.16365668e-09,2019-08-01 00:00:00,STATION 7,2019,
2019-09-01,8,2019-09-01 00:00:00,1.64477285e-08,2019-09-01 00:00:00,STATION 7,2019,
2019-10-01,11,2019-10-01 00:00:00,1.70632501e-08,2019-10-01 00:00:00,STATION 7,2019,
2019-11-01,11,2019-11-01 00:00:00,3.55451525e-08,2019-11-01 00:00:00,STATION 7,2019,
2019-12-01,2,2019-12-01 00:00:00,6.82761899e-08,2019-12-01 00:00:00,STATION 7,2019,
2020-01-01,6,2020-01-01 00:00:00,1.69937078e-07,2020-01-01 00:00:00,STATION 7,2020,
2020-02-01,3,2020-02-01 00:00:00,1.49635061e-07,2020-02-01 00:00:00,STATION 7,2020,
2020-03-01,2,2020-03-01 00:00:00,5.6197452e-08,2020-03-01 00:00:00,STATION 7,2020,
2020-04-01,3,2020-04-01 00:00:00,4.33414629e-08,2020-04-01 00:00:00,STATION 7,2020,
2020-05-01,1,2020-05-01 00:00:00,2.64212516e-08,2020-05-01 00:00:00,STATION 7,2020,
2020-06-01,5,2020-06-01 00:00:00,1.82484697e-08,2020-06-01 00:00:00,STATION 7,2020,
2020-07-01,0,2020-07-01 00:00:00,1.13191405e-08,2020-07-01 00:00:00,STATION 7,2020,
2020-08-01,1,2020-08-01 00:00:00,1.01301114e-08,2020-08-01 00:00:00,STATION 7,2020,
2020-09-01,6,2020-09-01 00:00:00,1.20020265e-08,2020-09-01 00:00:00,STATION 7,2020,
2020-10-01,4,2020-10-01 00:00:00,2.6477059e-08,2020-10-01 00:00:00,STATION 7,2020,
2020-11-01,3,2020-11-01 00:00:00,5.809249e-08,2020-11-01 00:00:00,STATION 7,2020,
2020-12-01,8,2020-12-01 00:00:00,6.50955657e-08,2020-12-01 00:00:00,STATION 7,2020,
2021-01-01,9,2021-01-01 00:00:00,8.65783981e-08,2021-01-01 00:00:00,STATION 7,2021,
2021-02-01,0,2021-02-01 00:00:00,1.44504278e-07,2021-02-01 00:00:00,STATION 7,2021,
2021-03-01,0,2021-03-01 00:00:00,8.20623368e-08,2021-03-01 00:00:00,STATION 7,2021,
2021-04-01,2,2021-04-01 00:00:00,5.06170358e-08,2021-04-01 00:00:00,STATION 7,2021,
2021-05-01,0,2021-05-01 00:00:00,2.32330915e-08,2021-05-01 00:00:00,STATION 7,2021,
2021-06-01,5,2021-06-01 00:00:00,2.08108025e-08,2021-06-01 00:00:00,STATION 7,2021,
2021-07-01,0,2021-07-01 00:00:00,1.65971788e-08,2021-07-01 00:00:00,STATION 7,2021,
2021-08-01,0,2021-08-01 00:00:00,1.14063014e-08,2021-08-01 00:00:00,STATION 7,2021,
2021-09-01,2,2021-09-01 00:00:00,1.80816173e-08,2021-09-01 00:00:00,STATION 7,2021,
2021-10-01,5,2021-10-01 00:00:00,2.45120768e-08,2021-10-01 00:00:00,STATION 7,2021,
2021-11-01,7,2021-11-01 00:00:00,3.22171663e-08,2021-11-01 00:00:00,STATION 7,2021,
2021-12-01,2,2021-12-01 00:00:00,1.22918214e-07,2021-12-01 00:00:00,STATION 7,2021,
2022-01-01,8,2022-01-01 00:00:00,1.27431897e-07,2022-01-01 00:00:00,STATION 7,2022,
2022-02-01,5,2022-02-01 00:00:00,1.31640403e-07,2022-02-01 00:00:00,STATION 7,2022,
2022-03-01,4,2022-03-01 00:00:00,8.15776015e-08,2022-03-01 00:00:00,STATION 7,2022,
2022-04-01,6,2022-04-01 00:00:00,3.95757979e-08,2022-04-01 00:00:00,STATION 7,2022,
2022-05-01,6,2022-05-01 00:00:00,3.3634217e-08,2022-05-01 00:00:00,STATION 7,2022,
2022-06-01,6,2022-06-01 00:00:00,2.17913276e-08,2022-06-01 00:00:00,STATION 7,2022,
2022-07-01,7,2022-07-01 00:00:00,1.56524328e-08,2022-07-01 00:00:00,STATION 7,2022,
2022-08-01,4,2022-08-01 00:00:00,1.10602273e-08,2022-08-01 00:00:00,STATION 7,2022,
2022-09-01,4,2022-09-01 00:00:00,1.13030715e-08,2022-09-01 00:00:00,STATION 7,2022,
2022-10-01,1,2022-10-01 00:00:00,3.73129338e-08,2022-10-01 00:00:00,STATION 7,2022,
2022-11-01,5,2022-11-01 00:00:00,5.18658251e-08,2022-11-01 00:00:00,STATION 7,2022,
2022-12-01,0,2022-12-01 00:00:00,7.61892568e-08,2022-12-01 00:00:00,STATION 7,2022,
2018-01-01,7,2018-01-01 00:00:00,1.5795572e-07,2018-01-01 00:00:00,STATION8,2018,
2018-02-01,0,2018-02-01 00:00:00,8.01838552e-08,2018-02-01 00:00:00,STATION8,2018,
2018-03-01,2,2018-03-01 00:00:00,4.79184784e-08,2018-03-01 00:00:00,STATION8,2018,
2018-04-01,1,2018-04-01 00:00:00,5.26643829e-08,2018-04-01 00:00:00,STATION8,2018,
2018-05-01,0,2018-05-01 00:00:00,2.58259401e-08,2018-05-01 00:00:00,STATION8,2018,
2018-06-01,4,2018-06-01 00:00:00,1.89477434e-08,2018-06-01 00:00:00,STATION8,2018,
2018-07-01,4,2018-07-01 00:00:00,1.34416454e-08,2018-07-01 00:00:00,STATION8,2018,
2018-08-01,3,2018-08-01 00:00:00,9.22291003e-09,2018-08-01 00:00:00,STATION8,2018,
2018-09-01,1,2018-09-01 00:00:00,1.31425144e-08,2018-09-01 00:00:00,STATION8,2018,
2018-10-01,0,2018-10-01 00:00:00,2.32145893e-08,2018-10-01 00:00:00,STATION8,2018,
2018-11-01,5,2018-11-01 00:00:00,4.21994032e-08,2018-11-01 00:00:00,STATION8,2018,
2018-12-01,0,2018-12-01 00:00:00,1.30419748e-07,2018-12-01 00:00:00,STATION8,2018,
2019-01-01,2,2019-01-01 00:00:00,8.64288359e-08,2019-01-01 00:00:00,STATION8,2019,
2019-02-01,0,2019-02-01 00:00:00,1.00151219e-07,2019-02-01 00:00:00,STATION8,2019,
2019-03-01,0,2019-03-01 00:00:00,5.55220341e-08,2019-03-01 00:00:00,STATION8,2019,
2019-04-01,0,2019-04-01 00:00:00,4.01977315e-08,2019-04-01 00:00:00,STATION8,2019,
2019-05-01,1,2019-05-01 00:00:00,2.47205198e-08,2019-05-01 00:00:00,STATION8,2019,
2019-06-01,0,2019-06-01 00:00:00,1.55974991e-08,2019-06-01 00:00:00,STATION8,2019,
2019-07-01,1,2019-07-01 00:00:00,1.27469385e-08,2019-07-01 00:00:00,STATION8,2019,
2019-08-01,6,2019-08-01 00:00:00,9.16365668e-09,2019-08-01 00:00:00,STATION8,2019,
2019-09-01,2,2019-09-01 00:00:00,1.64477285e-08,2019-09-01 00:00:00,STATION8,2019,
2019-10-01,1,2019-10-01 00:00:00,1.70632501e-08,2019-10-01 00:00:00,STATION8,2019,
2019-11-01,8,2019-11-01 00:00:00,3.55451525e-08,2019-11-01 00:00:00,STATION8,2019,
2019-12-01,0,2019-12-01 00:00:00,6.82761899e-08,2019-12-01 00:00:00,STATION8,2019,
2020-01-01,1,2020-01-01 00:00:00,1.69937078e-07,2020-01-01 00:00:00,STATION8,2020,
2020-02-01,0,2020-02-01 00:00:00,1.49635061e-07,2020-02-01 00:00:00,STATION8,2020,
2020-03-01,0,2020-03-01 00:00:00,5.6197452e-08,2020-03-01 00:00:00,STATION8,2020,
2020-04-01,0,2020-04-01 00:00:00,4.33414629e-08,2020-04-01 00:00:00,STATION8,2020,
2020-05-01,0,2020-05-01 00:00:00,2.64212516e-08,2020-05-01 00:00:00,STATION8,2020,
2020-06-01,0,2020-06-01 00:00:00,1.82484697e-08,2020-06-01 00:00:00,STATION8,2020,
2020-07-01,0,2020-07-01 00:00:00,1.13191405e-08,2020-07-01 00:00:00,STATION8,2020,
2020-08-01,0,2020-08-01 00:00:00,1.01301114e-08,2020-08-01 00:00:00,STATION8,2020,
2020-09-01,4,2020-09-01 00:00:00,1.20020265e-08,2020-09-01 00:00:00,STATION8,2020,
2020-10-01,2,2020-10-01 00:00:00,2.6477059e-08,2020-10-01 00:00:00,STATION8,2020,
2020-11-01,1,2020-11-01 00:00:00,5.809249e-08,2020-11-01 00:00:00,STATION8,2020,
2020-12-01,0,2020-12-01 00:00:00,6.50955657e-08,2020-12-01 00:00:00,STATION8,2020,
2021-01-01,1,2021-01-01 00:00:00,8.65783981e-08,2021-01-01 00:00:00,STATION8,2021,
2021-02-01,0,2021-02-01 00:00:00,1.44504278e-07,2021-02-01 00:00:00,STATION8,2021,
2021-03-01,0,2021-03-01 00:00:00,8.20623368e-08,2021-03-01 00:00:00,STATION8,2021,
2021-04-01,1,2021-04-01 00:00:00,5.06170358e-08,2021-04-01 00:00:00,STATION8,2021,
2021-05-01,0,2021-05-01 00:00:00,2.32330915e-08,2021-05-01 00:00:00,STATION8,2021,
2021-06-01,0,2021-06-01 00:00:00,2.08108025e-08,2021-06-01 00:00:00,STATION8,2021,
2021-07-01,0,2021-07-01 00:00:00,1.65971788e-08,2021-07-01 00:00:00,STATION8,2021,
2021-08-01,0,2021-08-01 00:00:00,1.14063014e-08,2021-08-01 00:00:00,STATION8,2021,
2021-09-01,0,2021-09-01 00:00:00,1.80816173e-08,2021-09-01 00:00:00,STATION8,2021,
2021-10-01,0,2021-10-01 00:00:00,2.45120768e-08,2021-10-01 00:00:00,STATION8,2021,
2021-11-01,0,2021-11-01 00:00:00,3.22171663e-08,2021-11-01 00:00:00,STATION8,2021,
2021-12-01,0,2021-12-01 00:00:00,1.22918214e-07,2021-12-01 00:00:00,STATION8,2021,
2022-01-01,0,2022-01-01 00:00:00,1.27431897e-07,2022-01-01 00:00:00,STATION8,2022,
2022-02-01,0,2022-02-01 00:00:00,1.31640403e-07,2022-02-01 00:00:00,STATION8,2022,
2022-03-01,0,2022-03-01 00:00:00,8.15776015e-08,2022-03-01 00:00:00,STATION8,2022,
2022-04-01,2,2022-04-01 00:00:00,3.95757979e-08,2022-04-01 00:00:00,STATION8,2022,
2022-05-01,0,2022-05-01 00:00:00,3.3634217e-08,2022-05-01 00:00:00,STATION8,2022,
2022-06-01,2,2022-06-01 00:00:00,2.17913276e-08,2022-06-01 00:00:00,STATION8,2022,
2022-07-01,0,2022-07-01 00:00:00,1.56524328e-08,2022-07-01 00:00:00,STATION8,2022,
2022-08-01,0,2022-08-01 00:00:00,1.10602273e-08,2022-08-01 00:00:00,STATION8,2022,
2022-09-01,0,2022-09-01 00:00:00,1.13030715e-08,2022-09-01 00:00:00,STATION8,2022,
2022-10-01,0,2022-10-01 00:00:00,3.73129338e-08,2022-10-01 00:00:00,STATION8,2022,
2022-11-01,1,2022-11-01 00:00:00,5.18658251e-08,2022-11-01 00:00:00,STATION8,2022,
2022-12-01,1,2022-12-01 00:00:00,7.61892568e-08,2022-12-01 00:00:00,STATION8,2022,
2018-01-01,0,2018-01-01 00:00:00,1.53463894e-07,2018-01-01 00:00:00,STATION 9,2018,
