DATE,TOTAL,TIME,MEAN,SO2 TIME,MEAN,Location
2021-12-01 00:00:00,31,2021-12-01 00:00:00,1.25316221e-07,2021-12-01 00:00:00,1.06358156e-09,OAUTHC IFE
2022-01-01 00:00:00,18,2022-01-01 00:00:00,1.25502952e-07,2022-01-01 00:00:00,1.44514756e-09,OAUTHC IFE
2022-02-01 00:00:00,10,2022-02-01 00:00:00,1.29016917e-07,2022-02-01 00:00:00,1.13936616e-09,OAUTHC IFE
2022-03-01 00:00:00,10,2022-03-01 00:00:00,7.71033939e-08,2022-03-01 00:00:00,9.33695454e-10,OAUTHC IFE
2022-04-01 00:00:00,2,2022-04-01 00:00:00,4.10496467e-08,2022-04-01 00:00:00,8.26154256e-10,OAUTHC IFE
2022-05-01 00:00:00,2,2022-05-01 00:00:00,3.37044682e-08,2022-05-01 00:00:00,7.30740357e-10,OAUTHC IFE
2022-06-01 00:00:00,2,2022-06-01 00:00:00,2.33278818e-08,2022-06-01 00:00:00,8.63849381e-10,OAUTHC IFE
2022-07-01 00:00:00,2,2022-07-01 00:00:00,1.6734959e-08,2022-07-01 00:00:00,6.13754492e-10,OAUTHC IFE
2022-08-01 00:00:00,2,2022-08-01 00:00:00,1.22115297e-08,2022-08-01 00:00:00,4.36888165e-10,OAUTHC IFE
2022-09-01 00:00:00,3,2022-09-01 00:00:00,1.21732353e-08,2022-09-01 00:00:00,5.50997137e-10,OAUTHC IFE
2022-10-01 00:00:00,17,2022-10-01 00:00:00,3.77898135e-08,2022-10-01 00:00:00,8.33945801e-10,OAUTHC IFE
2022-11-01 00:00:00,17,2022-11-01 00:00:00,5.15815787e-08,2022-11-01 00:00:00,1.12662002e-09,OAUTHC IFE
2022-12-01 00:00:00,18,2022-12-01 00:00:00,7.75034109e-08,2022-12-01 00:00:00,1.28086763e-09,OAUTHC IFE

