DATE,TOTAL,TIME,MEAN,SO2 TIME,MEAN,Location
2021-12-01 00:00:00,44,2021-12-01 00:00:00,1.44052957e-07,2021-12-01 00:00:00,8.48265458e-10,FMC IDO
2022-01-01 00:00:00,28,2022-01-01 00:00:00,1.2776805e-07,2022-01-01 00:00:00,1.06127829e-09,FMC IDO
2022-02-01 00:00:00,21,2022-02-01 00:00:00,1.4832239e-07,2022-02-01 00:00:00,9.01800301e-10,FMC IDO
2022-03-01 00:00:00,19,2022-03-01 00:00:00,1.01581926e-07,2022-03-01 00:00:00,4.71090555e-10,FMC IDO
2022-04-01 00:00:00,3,2022-04-01 00:00:00,4.43981184e-08,2022-04-01 00:00:00,3.85659227e-10,FMC IDO
2022-05-01 00:00:00,2,2022-05-01 00:00:00,3.94236796e-08,2022-05-01 00:00:00,3.6597031e-10,FMC IDO
2022-06-01 00:00:00,5,2022-06-01 00:00:00,2.48360838e-08,2022-06-01 00:00:00,3.40544315e-10,FMC IDO
2022-07-01 00:00:00,2,2022-07-01 00:00:00,1.82806096e-08,2022-07-01 00:00:00,2.32337469e-10,FMC IDO
2022-08-01 00:00:00,1,2022-08-01 00:00:00,1.22997247e-08,2022-08-01 00:00:00,1.83014479e-10,FMC IDO
2022-09-01 00:00:00,4,2022-09-01 00:00:00,1.42718524e-08,2022-09-01 00:00:00,2.3325572e-10,FMC IDO
2022-10-01 00:00:00,30,2022-10-01 00:00:00,4.54063023e-08,2022-10-01 00:00:00,4.69057848e-10,FMC IDO
2022-11-01 00:00:00,42,2022-11-01 00:00:00,5.64088867e-08,2022-11-01 00:00:00,7.38735684e-10,FMC IDO
2022-12-01 00:00:00,44,2022-12-01 00:00:00,7.83633276e-08,2022-12-01 00:00:00,8.61447469e-10,FMC IDO

