DATE,TOTAL,TIME,MEAN,SO2 TIME,MEAN,Location
2018-01-01 00:00:00,47,2018-01-01 00:00:00,1.60995293e-07,2018-01-01 00:00:00,1.27887567e-09,"GEN HOSPITAL, IDANRE"
2018-02-01 00:00:00,35,2018-02-01 00:00:00,8.35271366e-08,2018-02-01 00:00:00,1.01970299e-09,"GEN HOSPITAL, IDANRE"
2018-03-01 00:00:00,33,2018-03-01 00:00:00,5.27040335e-08,2018-03-01 00:00:00,9.71662417e-10,"GEN HOSPITAL, IDANRE"
2018-04-01 00:00:00,27,2018-04-01 00:00:00,5.59348595e-08,2018-04-01 00:00:00,8.10958856e-10,"GEN HOSPITAL, IDANRE"
2018-05-01 00:00:00,36,2018-05-01 00:00:00,2.89099112e-08,2018-05-01 00:00:00,8.05125133e-10,"GEN HOSPITAL, IDANRE"
2018-06-01 00:00:00,64,2018-06-01 00:00:00,2.20097707e-08,2018-06-01 00:00:00,7.65526642e-10,"GEN HOSPITAL, IDANRE"
2018-07-01 00:00:00,63,2018-07-01 00:00:00,1.52159419e-08,2018-07-01 00:00:00,5.94671035e-10,"GEN HOSPITAL, IDANRE"
2018-08-01 00:00:00,46,2018-08-01 00:00:00,1.06697429e-08,2018-08-01 00:00:00,5.18492638e-10,"GEN HOSPITAL, IDANRE"
2018-09-01 00:00:00,44,2018-09-01 00:00:00,1.54043072e-08,2018-09-01 00:00:00,6.22005503e-10,"GEN HOSPITAL, IDANRE"
2018-10-01 00:00:00,73,2018-10-01 00:00:00,2.70748488e-08,2018-10-01 00:00:00,8.27501567e-10,"GEN HOSPITAL, IDANRE"
2018-11-01 00:00:00,44,2018-11-01 00:00:00,4.39544396e-08,2018-11-01 00:00:00,1.07549936e-09,"GEN HOSPITAL, IDANRE"
2018-12-01 00:00:00,51,2018-12-01 00:00:00,1.35089127e-07,2018-12-01 00:00:00,1.17155574e-09,"GEN HOSPITAL, IDANRE"
2019-01-01 00:00:00,45,2019-01-01 00:00:00,8.3719287e-08,2019-01-01 00:00:00,1.01017394e-09,"GEN HOSPITAL, IDANRE"
2019-02-01 00:00:00,65,2019-02-01 00:00:00,9.97908053e-08,2019-02-01 00:00:00,1.10130782e-09,"GEN HOSPITAL, IDANRE"
2019-03-01 00:00:00,42,2019-03-01 00:00:00,5.41854891e-08,2019-03-01 00:00:00,1.05340658e-09,"GEN HOSPITAL, IDANRE"
2019-04-01 00:00:00,43,2019-04-01 00:00:00,4.44067475e-08,2019-04-01 00:00:00,8.78856043e-10,"GEN HOSPITAL, IDANRE"
2019-05-01 00:00:00,49,2019-05-01 00:00:00,2.69984134e-08,2019-05-01 00:00:00,8.20430446e-10,"GEN HOSPITAL, IDANRE"
2019-06-01 00:00:00,39,2019-06-01 00:00:00,1.70229656e-08,2019-06-01 00:00:00,6.49977905e-10,"GEN HOSPITAL, IDANRE"
2019-07-01 00:00:00,42,2019-07-01 00:00:00,1.39831614e-08,2019-07-01 00:00:00,6.00343997e-10,"GEN HOSPITAL, IDANRE"
2019-08-01 00:00:00,47,2019-08-01 00:00:00,1.05597005e-08,2019-08-01 00:00:00,5.27927146e-10,"GEN HOSPITAL, IDANRE"
2019-09-01 00:00:00,49,2019-09-01 00:00:00,1.9670502e-08,2019-09-01 00:00:00,6.77384482e-10,"GEN HOSPITAL, IDANRE"
2019-10-01 00:00:00,34,2019-10-01 00:00:00,1.92047438e-08,2019-10-01 00:00:00,5.6002647e-10,"GEN HOSPITAL, IDANRE"
2019-11-01 00:00:00,31,2019-11-01 00:00:00,3.63567403e-08,2019-11-01 00:00:00,9.63802926e-10,"GEN HOSPITAL, IDANRE"
2019-12-01 00:00:00,39,2019-12-01 00:00:00,6.97023356e-08,2019-12-01 00:00:00,1.0794845e-09,"GEN HOSPITAL, IDANRE"
2020-01-01 00:00:00,27,2020-01-01 00:00:00,1.70257188e-07,2020-01-01 00:00:00,1.27973221e-09,"GEN HOSPITAL, IDANRE"
2020-02-01 00:00:00,24,2020-02-01 00:00:00,1.54495817e-07,2020-02-01 00:00:00,1.30438838e-09,"GEN HOSPITAL, IDANRE"
2020-03-01 00:00:00,26,2020-03-01 00:00:00,5.68415849e-08,2020-03-01 00:00:00,9.6899555e-10,"GEN HOSPITAL, IDANRE"
2020-04-01 00:00:00,20,2020-04-01 00:00:00,4.5832909e-08,2020-04-01 00:00:00,7.82409637e-10,"GEN HOSPITAL, IDANRE"
2020-05-01 00:00:00,18,2020-05-01 00:00:00,2.98083859e-08,2020-05-01 00:00:00,7.27829075e-10,"GEN HOSPITAL, IDANRE"
2020-06-01 00:00:00,32,2020-06-01 00:00:00,2.07590162e-08,2020-06-01 00:00:00,6.92639612e-10,"GEN HOSPITAL, IDANRE"
2020-07-01 00:00:00,17,2020-07-01 00:00:00,1.27344745e-08,2020-07-01 00:00:00,4.97102082e-10,"GEN HOSPITAL, IDANRE"
2020-08-01 00:00:00,17,2020-08-01 00:00:00,1.0622354e-08,2020-08-01 00:00:00,4.25547597e-10,"GEN HOSPITAL, IDANRE"
2020-09-01 00:00:00,16,2020-09-01 00:00:00,1.45356218e-08,2020-09-01 00:00:00,5.00606112e-10,"GEN HOSPITAL, IDANRE"
2020-10-01 00:00:00,16,2020-10-01 00:00:00,2.94651913e-08,2020-10-01 00:00:00,6.95626334e-10,"GEN HOSPITAL, IDANRE"
2020-11-01 00:00:00,21,2020-11-01 00:00:00,6.51415814e-08,2020-11-01 00:00:00,8.74393724e-10,"GEN HOSPITAL, IDANRE"
2020-12-01 00:00:00,23,2020-12-01 00:00:00,6.42328425e-08,2020-12-01 00:00:00,9.84983983e-10,"GEN HOSPITAL, IDANRE"
2021-01-01 00:00:00,20,2021-01-01 00:00:00,9.24334967e-08,2021-01-01 00:00:00,1.08121645e-09,"GEN HOSPITAL, IDANRE"
2021-02-01 00:00:00,25,2021-02-01 00:00:00,1.41538745e-07,2021-02-01 00:00:00,1.03905506e-09,"GEN HOSPITAL, IDANRE"
2021-03-01 00:00:00,17,2021-03-01 00:00:00,8.71711295e-08,2021-03-01 00:00:00,9.89256121e-10,"GEN HOSPITAL, IDANRE"
2021-04-01 00:00:00,19,2021-04-01 00:00:00,5.28417864e-08,2021-04-01 00:00:00,8.8932145e-10,"GEN HOSPITAL, IDANRE"
2021-05-01 00:00:00,36,2021-05-01 00:00:00,2.54140756e-08,2021-05-01 00:00:00,8.29782021e-10,"GEN HOSPITAL, IDANRE"
2021-06-01 00:00:00,41,2021-06-01 00:00:00,2.2363815e-08,2021-06-01 00:00:00,8.85199969e-10,"GEN HOSPITAL, IDANRE"
