DATE,TOTAL,TIME,MEAN,SO2 TIME,MEAN,Location
2021-07-01 00:00:00,54,2021-07-01 00:00:00,1.77447241e-08,2021-07-01 00:00:00,6.41792897e-10,"GEN HOSPITAL, IDANRE"
2021-08-01 00:00:00,34,2021-08-01 00:00:00,1.2636337e-08,2021-08-01 00:00:00,5.9553934e-10,"GEN HOSPITAL, IDANRE"
2021-09-01 00:00:00,36,2021-09-01 00:00:00,2.07492685e-08,2021-09-01 00:00:00,7.26239013e-10,"GEN HOSPITAL, IDANRE"
2021-10-01 00:00:00,39,2021-10-01 00:00:00,2.86619541e-08,2021-10-01 00:00:00,8.27430069e-10,"GEN HOSPITAL, IDANRE"
2021-11-01 00:00:00,38,2021-11-01 00:00:00,3.62206168e-08,2021-11-01 00:00:00,9.55161172e-10,"GEN HOSPITAL, IDANRE"
2021-12-01 00:00:00,37,2021-12-01 00:00:00,1.36301594e-07,2021-12-01 00:00:00,1.05692322e-09,"GEN HOSPITAL, IDANRE"
2022-01-01 00:00:00,35,2022-01-01 00:00:00,1.24416888e-07,2022-01-01 00:00:00,1.29315492e-09,"GEN HOSPITAL, IDANRE"
2022-02-01 00:00:00,28,2022-02-01 00:00:00,1.34912165e-07,2022-02-01 00:00:00,1.15328935e-09,"GEN HOSPITAL, IDANRE"
2022-03-01 00:00:00,21,2022-03-01 00:00:00,8.20943341e-08,2022-03-01 00:00:00,9.18359611e-10,"GEN HOSPITAL, IDANRE"
2022-04-01 00:00:00,22,2022-04-01 00:00:00,4.23711516e-08,2022-04-01 00:00:00,8.44928238e-10,"GEN HOSPITAL, IDANRE"
2022-05-01 00:00:00,30,2022-05-01 00:00:00,3.52302854e-08,2022-05-01 00:00:00,7.79598608e-10,"GEN HOSPITAL, IDANRE"
2022-06-01 00:00:00,46,2022-06-01 00:00:00,2.40096707e-08,2022-06-01 00:00:00,8.35184089e-10,"GEN HOSPITAL, IDANRE"
2022-07-01 00:00:00,33,2022-07-01 00:00:00,1.69336408e-08,2022-07-01 00:00:00,5.90914095e-10,"GEN HOSPITAL, IDANRE"
2022-08-01 00:00:00,34,2022-08-01 00:00:00,1.19847181e-08,2022-08-01 00:00:00,4.26395697e-10,"GEN HOSPITAL, IDANRE"
2022-09-01 00:00:00,37,2022-09-01 00:00:00,1.28974026e-08,2022-09-01 00:00:00,5.48181445e-10,"GEN HOSPITAL, IDANRE"
2022-10-01 00:00:00,56,2022-10-01 00:00:00,4.25391344e-08,2022-10-01 00:00:00,8.23075663e-10,"GEN HOSPITAL, IDANRE"
2022-11-01 00:00:00,38,2022-11-01 00:00:00,5.37620414e-08,2022-11-01 00:00:00,1.06811471e-09,"GEN HOSPITAL, IDANRE"
2022-12-01 00:00:00,43,2022-12-01 00:00:00,7.69216285e-08,2022-12-01 00:00:00,1.15512766e-09,"GEN HOSPITAL, IDANRE"

